$,10019572,47604,0.0,0.00,
$,10029580,47699,0.0,0.00,
$,10039592,47792,0.0,0.00,
$,10049612,47884,0.0,0.00,
$,10059616,47975,0.0,0.00,
$,10069620,48066,0.0,0.00,
$,10079628,48155,0.0,0.00,
$,10089632,48243,0.0,0.00,
$,10099636,48331,0.0,0.00,
$,10109640,48417,0.0,0.00,
$,10119648,48502,0.0,0.00,
$,10129684,48587,0.0,0.00,
$,10139692,48671,0.0,0.00,
$,10149704,48753,0.0,0.00,
$,10159728,48835,0.0,0.00,
$,10169736,48916,0.0,0.00,
$,10179744,48996,0.0,0.00,
$,10189748,49075,0.0,0.00,
$,10199768,49153,0.0,0.00,
$,10209792,49230,0.0,0.00,
$,10219800,49306,0.0,0.00,
$,10229808,49381,0.0,0.00,
$,10239828,49456,0.0,0.00,
$,10249832,49530,0.0,0.00,
$,10259840,49602,0.0,0.00,
$,10269848,49674,0.0,0.00,
$,10279852,49745,0.0,0.00,
$,10289856,49815,0.0,0.00,
$,10299864,49884,0.0,0.00,
$,10309872,49953,0.0,0.00,
$,10319884,50020,0.0,0.00,
$,10329892,50087,0.0,0.00,
$,10339896,50153,0.0,0.00,
$,10349916,50218,0.0,0.00,
$,10359936,50282,0.0,0.00,
$,10369944,50345,0.0,0.00,
$,10379980,50408,0.0,0.00,
$,10389984,50470,0.0,0.00,
$,10399992,50530,0.0,0.00,
$,10410000,50591,0.0,0.00,
$,10420004,50650,0.0,0.00,
$,10430008,50708,0.0,0.00,
$,10440012,50766,0.0,0.00,
$,10450036,50823,0.0,0.00,
$,10460040,50879,0.0,0.00,
$,10470048,50934,0.0,0.00,
$,10480056,50989,0.0,0.00,
$,10490064,51042,0.0,0.00,
$,10500072,51095,0.0,0.00,
$,10510076,51147,0.0,0.00,
$,10520096,51199,0.0,0.00,
$,10530100,51249,0.0,0.00,
$,10540104,51299,0.0,0.00,
$,10550112,51348,0.0,0.00,
$,10560116,51397,0.0,0.00,
$,10570120,51444,0.0,0.00,
$,10580128,51491,0.0,0.00,
$,10590132,51537,0.0,0.00,
$,10600164,51583,0.0,0.00,
$,10610172,51627,0.0,0.00,
$,10620176,51671,0.0,0.00,
$,10630180,51715,0.0,0.00,
$,10640188,51757,0.0,0.00,
$,10650196,51799,0.0,0.00,
$,10660204,51840,0.0,0.00,
$,10670212,51880,0.0,0.00,
$,10680216,51920,0.0,0.00,
$,10690224,51959,0.0,0.00,
$,10700228,51997,0.0,0.00,
$,10710236,52035,0.0,0.00,
$,10720244,52072,0.0,0.00,
$,10730252,52108,0.0,0.00,
$,10740260,52144,0.0,0.00,
$,10750264,52179,0.0,0.00,
$,10760272,52213,0.0,0.00,
$,10770280,52247,0.0,0.00,
$,10780284,52279,0.0,0.00,
$,10790288,52312,0.0,0.00,
$,10800292,52343,0.0,0.00,
$,10810296,52374,0.0,0.00,
$,10820300,52404,0.0,0.00,
$,10830304,52434,0.0,0.00,
$,10840312,52463,0.0,0.00,
$,10850316,52492,0.0,0.00,
$,10860324,52520,0.0,0.00,
$,10870328,52547,0.0,0.00,
$,10880352,52573,0.0,0.00,
$,10890356,52599,0.0,0.00,
$,10900364,52625,0.0,0.00,
$,10910376,52649,0.0,0.00,
$,10920384,52674,0.0,0.00,
$,10930392,52697,0.0,0.00,
$,10940400,52720,0.0,0.00,
$,10950408,52743,0.0,0.00,
$,10960416,52764,0.0,0.00,
$,10970420,52786,0.0,0.00,
$,10980436,52807,0.0,0.00,
$,10990444,52827,0.0,0.00,
$,11000448,52846,0.0,0.00,
$,11010472,52866,0.0,0.00,
$,11020476,52884,0.0,0.00,
$,11030484,52902,0.0,0.00,
$,11040488,52919,0.0,0.00,
$,11050492,52936,0.0,0.00,
$,11060496,52952,0.0,0.00,
$,11070516,52968,0.0,0.00,
$,11080520,52983,0.0,0.00,
$,11090524,52998,0.0,0.00,
$,11100528,53012,0.0,0.00,
$,11110532,53026,0.0,0.00,
$,11120540,53039,0.0,0.00,
$,11130544,53052,0.0,0.00,
$,11140548,53064,0.0,0.00,
$,11150556,53076,0.0,0.00,
$,11160564,53087,0.0,0.00,
$,11170572,53098,0.0,0.00,
$,11180580,53108,0.0,0.00,
$,11190604,53118,0.0,0.00,
$,11200608,53128,0.0,0.00,
$,11210612,53137,0.0,0.00,
