$,10019572,47604,46755,0.0,0.0,0.00,0.00,
$,10029580,47699,46847,0.0,0.0,0.00,0.00,
$,10039592,47792,46938,0.0,0.0,0.00,0.00,
$,10049612,47884,47028,0.0,0.0,0.00,0.00,
$,10059616,47975,47117,0.0,0.0,0.00,0.00,
$,10069620,48066,47205,0.0,0.0,0.00,0.00,
$,10079628,48155,47291,0.0,0.0,0.00,0.00,
$,10089632,48243,47376,0.0,0.0,0.00,0.00,
$,10099636,48331,47461,0.0,0.0,0.00,0.00,
$,10109640,48417,47544,0.0,0.0,0.00,0.00,
$,10119648,48502,47625,0.0,0.0,0.00,0.00,
$,10129684,48587,47706,0.0,0.0,0.00,0.00,
$,10139692,48671,47786,0.0,0.0,0.00,0.00,
$,10149704,48753,47864,0.0,0.0,0.00,0.00,
$,10159728,48835,47942,0.0,0.0,0.00,0.00,
$,10169736,48916,48018,0.0,0.0,0.00,0.00,
$,10179744,48996,48094,0.0,0.0,0.00,0.00,
$,10189748,49075,48168,0.0,0.0,0.00,0.00,
$,10199768,49153,48241,0.0,0.0,0.00,0.00,
$,10209792,49230,48313,0.0,0.0,0.00,0.00,
$,10219800,49306,48384,0.0,0.0,0.00,0.00,
$,10229808,49381,48454,0.0,0.0,0.00,0.00,
$,10239828,49456,48523,0.0,0.0,0.00,0.00,
$,10249832,49530,48591,0.0,0.0,0.00,0.00,
$,10259840,49602,48658,0.0,0.0,0.00,0.00,
$,10269848,49674,48724,0.0,0.0,0.00,0.00,
$,10279852,49745,48789,0.0,0.0,0.00,0.00,
$,10289856,49815,48853,0.0,0.0,0.00,0.00,
$,10299864,49884,48916,0.0,0.0,0.00,0.00,
$,10309872,49953,48978,0.0,0.0,0.00,0.00,
$,10319884,50020,49039,0.0,0.0,0.00,0.00,
$,10329892,50087,49099,0.0,0.0,0.00,0.00,
$,10339896,50153,49159,0.0,0.0,0.00,0.00,
$,10349916,50218,49217,0.0,0.0,0.00,0.00,
$,10359936,50282,49274,0.0,0.0,0.00,0.00,
$,10369944,50345,49330,0.0,0.0,0.00,0.00,
$,10379980,50408,49386,0.0,0.0,0.00,0.00,
$,10389984,50470,49440,0.0,0.0,0.00,0.00,
$,10399992,50530,49494,0.0,0.0,0.00,0.00,
$,10410000,50591,49547,0.0,0.0,0.00,0.00,
$,10420004,50650,49599,0.0,0.0,0.00,0.00,
$,10430008,50708,49649,0.0,0.0,0.00,0.00,
$,10440012,50766,49699,0.0,0.0,0.00,0.00,
$,10450036,50823,49748,0.0,0.0,0.00,0.00,
$,10460040,50879,49797,0.0,0.0,0.00,0.00,
$,10470048,50934,49844,0.0,0.0,0.00,0.00,
$,10480056,50989,49891,0.0,0.0,0.00,0.00,
$,10490064,51042,49936,0.0,0.0,0.00,0.00,
$,10500072,51095,49982,0.0,0.0,0.00,0.00,
$,10510076,51147,50025,0.0,0.0,0.00,0.00,
$,10520096,51199,50069,0.0,0.0,0.00,0.00,
$,10530100,51249,50111,0.0,0.0,0.00,0.00,
$,10540104,51299,50153,0.0,0.0,0.00,0.00,
$,10550112,51348,50193,0.0,0.0,0.00,0.00,
$,10560116,51397,50234,0.0,0.0,0.00,0.00,
$,10570120,51444,50273,0.0,0.0,0.00,0.00,
$,10580128,51491,50311,0.0,0.0,0.00,0.00,
$,10590132,51537,50349,0.0,0.0,0.00,0.00,
$,10600164,51583,50386,0.0,0.0,0.00,0.00,
$,10610172,51627,50422,0.0,0.0,0.00,0.00,
$,10620176,51671,50457,0.0,0.0,0.00,0.00,
$,10630180,51715,50492,0.0,0.0,0.00,0.00,
$,10640188,51757,50526,0.0,0.0,0.00,0.00,
$,10650196,51799,50559,0.0,0.0,0.00,0.00,
$,10660204,51840,50591,0.0,0.0,0.00,0.00,
$,10670212,51880,50623,0.0,0.0,0.00,0.00,
$,10680216,51920,50654,0.0,0.0,0.00,0.00,
$,10690224,51959,50685,0.0,0.0,0.00,0.00,
$,10700228,51997,50714,0.0,0.0,0.00,0.00,
$,10710236,52035,50743,0.0,0.0,0.00,0.00,
$,10720244,52072,50771,0.0,0.0,0.00,0.00,
$,10730252,52108,50799,0.0,0.0,0.00,0.00,
$,10740260,52144,50826,0.0,0.0,0.00,0.00,
$,10750264,52179,50852,0.0,0.0,0.00,0.00,
$,10760272,52213,50877,0.0,0.0,0.00,0.00,
$,10770280,52247,50902,0.0,0.0,0.00,0.00,
$,10780284,52279,50926,0.0,0.0,0.00,0.00,
$,10790288,52312,50950,0.0,0.0,0.00,0.00,
$,10800292,52343,50973,0.0,0.0,0.00,0.00,
$,10810296,52374,50995,0.0,0.0,0.00,0.00,
$,10820300,52404,51017,0.0,0.0,0.00,0.00,
$,10830304,52434,51038,0.0,0.0,0.00,0.00,
$,10840312,52463,51058,0.0,0.0,0.00,0.00,
$,10850316,52492,51078,0.0,0.0,0.00,0.00,
$,10860324,52520,51098,0.0,0.0,0.00,0.00,
$,10870328,52547,51116,0.0,0.0,0.00,0.00,
$,10880352,52573,51135,0.0,0.0,0.00,0.00,
$,10890356,52599,51152,0.0,0.0,0.00,0.00,
$,10900364,52625,51169,0.0,0.0,0.00,0.00,
$,10910376,52649,51186,0.0,0.0,0.00,0.00,
$,10920384,52674,51202,0.0,0.0,0.00,0.00,
$,10930392,52697,51217,0.0,0.0,0.00,0.00,
$,10940400,52720,51231,0.0,0.0,0.00,0.00,
$,10950408,52743,51246,0.0,0.0,0.00,0.00,
$,10960416,52764,51260,0.0,0.0,0.00,0.00,
$,10970420,52786,51273,0.0,0.0,0.00,0.00,
$,10980436,52807,51285,0.0,0.0,0.00,0.00,
$,10990444,52827,51298,0.0,0.0,0.00,0.00,
$,11000448,52846,51309,0.0,0.0,0.00,0.00,
$,11010472,52866,51321,0.0,0.0,0.00,0.00,
$,11020476,52884,51331,0.0,0.0,0.00,0.00,
$,11030484,52902,51341,0.0,0.0,0.00,0.00,
$,11040488,52919,51351,0.0,0.0,0.00,0.00,
$,11050492,52936,51360,0.0,0.0,0.00,0.00,
$,11060496,52952,51369,0.0,0.0,0.00,0.00,
$,11070516,52968,51378,0.0,0.0,0.00,0.00,
$,11080520,52983,51386,0.0,0.0,0.00,0.00,
$,11090524,52998,51393,0.0,0.0,0.00,0.00,
$,11100528,53012,51400,0.0,0.0,0.00,0.00,
$,11110532,53026,51406,0.0,0.0,0.00,0.00,
$,11120540,53039,51412,0.0,0.0,0.00,0.00,
$,11130544,53052,51418,0.0,0.0,0.00,0.00,
$,11140548,53064,51423,0.0,0.0,0.00,0.00,
$,11150556,53076,51428,0.0,0.0,0.00,0.00,
$,11160564,53087,51433,0.0,0.0,0.00,0.00,
$,11170572,53098,51437,0.0,0.0,0.00,0.00,
$,11180580,53108,51440,0.0,0.0,0.00,0.00,
$,11190604,53118,51444,0.0,0.0,0.00,0.00,
$,11200608,53128,51447,0.0,0.0,0.00,0.00,
$,11210612,53137,51449,0.0,0.0,0.00,0.00,
$,11220620,53145,51451,0.0,0.0,0.00,0.00,
$,11230628,53153,51453,0.0,0.0,0.00,0.00,
$,11240632,53161,51454,0.0,0.0,0.00,0.00,
$,11250636,53168,51454,0.0,0.0,0.00,0.00,
$,11260640,53175,51455,0.0,0.0,0.00,0.00,
$,11270644,53181,51455,0.0,0.0,0.00,0.00,
$,11280648,53187,51455,0.0,0.0,0.00,0.00,
$,11290652,53192,51455,0.0,0.0,0.00,0.00,
$,11300660,53197,51455,0.0,0.0,0.00,0.00,
$,11310668,53202,51455,0.0,0.0,0.00,0.00,
$,11320676,53206,51455,0.0,0.0,0.00,0.00,
$,11330684,53209,51455,0.0,0.0,0.00,0.00,
$,11340688,53212,51455,0.0,0.0,0.00,0.00,
$,11350696,53215,51455,0.0,0.0,0.00,0.00,
$,11360700,53218,51455,0.0,0.0,0.00,0.00,
$,11370704,53220,51455,0.0,0.0,0.00,0.00,
$,11380708,53222,51455,0.0,0.0,0.00,0.00,
$,11390716,53223,51455,0.0,0.0,0.00,0.00,
$,11400724,53225,51455,0.0,0.0,0.00,0.00,
$,11410732,53225,51455,0.0,0.0,0.00,0.00,
$,11420740,53226,51455,0.0,0.0,0.00,0.00,
$,11430748,53226,51455,0.0,0.0,0.00,0.00,
$,11440756,53226,51455,0.0,0.0,0.00,0.00,
$,11450760,53226,51455,0.0,0.0,0.00,0.00,
$,11460768,53226,51455,0.0,0.0,0.00,0.00,
$,11470772,53226,51455,0.0,0.0,0.00,0.00,
$,11480776,53226,51455,0.0,0.0,0.00,0.00,
$,11490784,53226,51455,0.0,0.0,0.00,0.00,
$,11500792,53226,51455,0.0,0.0,0.00,0.00,
$,11510796,53226,51455,0.0,0.0,0.00,0.00,
$,11520800,53226,51455,0.0,0.0,0.00,0.00,
$,11530808,53226,51455,0.0,0.0,0.00,0.00,
$,11540816,53226,51455,0.0,0.0,0.00,0.00,
$,11550824,53226,51455,0.0,0.0,0.00,0.00,
$,11560832,53226,51455,0.0,0.0,0.00,0.00,
$,11570836,53226,51455,0.0,0.0,0.00,0.00,
$,11580844,53226,51455,0.0,0.0,0.00,0.00,
$,11590848,53226,51455,0.0,0.0,0.00,0.00,
$,11600856,53226,51455,0.0,0.0,0.00,0.00,
$,11610860,53226,51455,0.0,0.0,0.00,0.00,
$,11620868,53226,51455,0.0,0.0,0.00,0.00,
$,11630872,53226,51455,0.0,0.0,0.00,0.00,
$,11640880,53226,51455,0.0,0.0,0.00,0.00,
$,11650884,53226,51455,0.0,0.0,0.00,0.00,
$,11660892,53226,51455,0.0,0.0,0.00,0.00,
$,11670900,53226,51455,0.0,0.0,0.00,0.00,
$,11680904,53226,51455,0.0,0.0,0.00,0.00,
$,11690912,53226,51455,0.0,0.0,0.00,0.00,
$,11700916,53226,51455,0.0,0.0,0.00,0.00,
$,11710920,53226,51455,0.0,0.0,0.00,0.00,
$,11720928,53226,51455,0.0,0.0,0.00,0.00,
$,11730932,53226,51455,0.0,0.0,0.00,0.00,
$,11740936,53226,51455,0.0,0.0,0.00,0.00,
$,11750944,53226,51455,0.0,0.0,0.00,0.00,
$,11760948,53226,51455,0.0,0.0,0.00,0.00,
$,11770952,53226,51455,0.0,0.0,0.00,0.00,
$,11780956,53226,51455,0.0,0.0,0.00,0.00,
$,11790960,53226,51455,0.0,0.0,0.00,0.00,
$,11800968,53226,51455,0.0,0.0,0.00,0.00,
$,11810972,53226,51455,0.0,0.0,0.00,0.00,
$,11820980,53226,51455,0.0,0.0,0.00,0.00,
$,11830988,53226,51455,0.0,0.0,0.00,0.00,
$,11840992,53226,51455,0.0,0.0,0.00,0.00,
$,11851000,53226,51455,0.0,0.0,0.00,0.00,
$,11861004,53226,51455,0.0,0.0,0.00,0.00,
$,11871012,53226,51455,0.0,0.0,0.00,0.00,
$,11881016,53226,51455,0.0,0.0,0.00,0.00,
$,11891024,53226,51455,0.0,0.0,0.00,0.00,
$,11901028,53226,51455,0.0,0.0,0.00,0.00,
$,11911032,53226,51455,0.0,0.0,0.00,0.00,
$,11921036,53226,51455,0.0,0.0,0.00,0.00,
$,11931044,53226,51455,0.0,0.0,0.00,0.00,
$,11941048,53226,51455,0.0,0.0,0.00,0.00,
$,11951056,53226,51455,0.0,0.0,0.00,0.00,
$,11961060,53226,51455,0.0,0.0,0.00,0.00,
$,11971068,53226,51455,0.0,0.0,0.00,0.00,
$,11981072,53226,51455,0.0,0.0,0.00,0.00,
$,11991080,53226,51455,0.0,0.0,0.00,0.00,
$,12001084,53226,51455,0.0,0.0,0.00,0.00,
$,12011088,53226,51455,0.0,0.0,0.00,0.00,
$,12021092,53226,51455,0.0,0.0,0.00,0.00,
$,12031100,53226,51455,0.0,0.0,0.00,0.00,
$,12041104,53226,51455,0.0,0.0,0.00,0.00,
$,12051108,53226,51455,0.0,0.0,0.00,0.00,
$,12061112,53226,51455,0.0,0.0,0.00,0.00,
$,12071116,53226,51455,0.0,0.0,0.00,0.00,
$,12081120,53226,51455,0.0,0.0,0.00,0.00,
$,12091124,53226,51455,0.0,0.0,0.00,0.00,
$,12101132,53226,51455,0.0,0.0,0.00,0.00,
$,12111136,53226,51455,0.0,0.0,0.00,0.00,
$,12121140,53226,51455,0.0,0.0,0.00,0.00,
$,12131144,53226,51455,0.0,0.0,0.00,0.00,
$,12141148,53226,51455,0.0,0.0,0.00,0.00,
$,12151156,53226,51455,0.0,0.0,0.00,0.00,
$,12161160,53226,51455,0.0,0.0,0.00,0.00,
$,12171164,53226,51455,0.0,0.0,0.00,0.00,
$,12181168,53226,51455,0.0,0.0,0.00,0.00,
$,12191176,53226,51455,0.0,0.0,0.00,0.00,
$,12201180,53226,51455,0.0,0.0,0.00,0.00,
$,12211184,53226,51455,0.0,0.0,0.00,0.00,
$,12221188,53226,51455,0.0,0.0,0.00,0.00,
$,12231192,53226,51455,0.0,0.0,0.00,0.00,
$,12241196,53226,51455,0.0,0.0,0.00,0.00,
$,12251204,53226,51455,0.0,0.0,0.00,0.00,
$,12261208,53226,51455,0.0,0.0,0.00,0.00,
$,12271212,53226,51455,0.0,0.0,0.00,0.00,
$,12281216,53226,51455,0.0,0.0,0.00,0.00,
$,12291220,53226,51455,0.0,0.0,0.00,0.00,
$,12301228,53226,51455,0.0,0.0,0.00,0.00,
$,12311236,53226,51455,0.0,0.0,0.00,0.00,
$,12321244,53226,51455,0.0,0.0,0.00,0.00,
$,12331248,53226,51455,0.0,0.0,0.00,0.00,
$,12341264,53226,51455,0.0,0.0,0.00,0.00,
$,12351272,53226,51455,0.0,0.0,0.00,0.00,
$,12361276,53226,51455,0.0,0.0,0.00,0.00,
$,12371280,53226,51455,0.0,0.0,0.00,0.00,
$,12381288,53226,51455,0.0,0.0,0.00,0.00,
