$,10018612,35714,34540,0.0,0.0,0.00,0.00,
$,10028636,35787,34611,0.0,0.0,0.00,0.00,
$,10038644,35859,34681,0.0,0.0,0.00,0.00,
$,10048652,35930,34749,0.0,0.0,0.00,0.00,
$,10058676,36000,34817,0.0,0.0,0.00,0.00,
$,10068684,36069,34883,0.0,0.0,0.00,0.00,
$,10078692,36138,34949,0.0,0.0,0.00,0.00,
$,10088696,36206,35013,0.0,0.0,0.00,0.00,
$,10098704,36272,35076,0.0,0.0,0.00,0.00,
$,10108712,36338,35139,0.0,0.0,0.00,0.00,
$,10118716,36403,35200,0.0,0.0,0.00,0.00,
$,10128720,36467,35260,0.0,0.0,0.00,0.00,
$,10138756,36531,35320,0.0,0.0,0.00,0.00,
$,10148764,36593,35378,0.0,0.0,0.00,0.00,
$,10158772,36655,35436,0.0,0.0,0.00,0.00,
$,10168776,36716,35493,0.0,0.0,0.00,0.00,
$,10178780,36776,35548,0.0,0.0,0.00,0.00,
$,10188784,36835,35603,0.0,0.0,0.00,0.00,
$,10198792,36894,35656,0.0,0.0,0.00,0.00,
$,10208796,36951,35709,0.0,0.0,0.00,0.00,
$,10218800,37008,35761,0.0,0.0,0.00,0.00,
$,10228808,37064,35812,0.0,0.0,0.00,0.00,
$,10238816,37119,35862,0.0,0.0,0.00,0.00,
$,10248832,37174,35911,0.0,0.0,0.00,0.00,
$,10258840,37227,35959,0.0,0.0,0.00,0.00,
$,10268848,37280,36007,0.0,0.0,0.00,0.00,
$,10278852,37332,36054,0.0,0.0,0.00,0.00,
$,10288876,37384,36099,0.0,0.0,0.00,0.00,
$,10298880,37434,36144,0.0,0.0,0.00,0.00,
$,10308884,37484,36188,0.0,0.0,0.00,0.00,
$,10318888,37533,36231,0.0,0.0,0.00,0.00,
$,10328896,37581,36274,0.0,0.0,0.00,0.00,
$,10338900,37628,36315,0.0,0.0,0.00,0.00,
$,10348904,37675,36356,0.0,0.0,0.00,0.00,
$,10358912,37721,36396,0.0,0.0,0.00,0.00,
$,10368920,37766,36435,0.0,0.0,0.00,0.00,
$,10378924,37811,36473,0.0,0.0,0.00,0.00,
$,10388932,37855,36511,0.0,0.0,0.00,0.00,
$,10398936,37898,36547,0.0,0.0,0.00,0.00,
$,10408964,37940,36583,0.0,0.0,0.00,0.00,
$,10418968,37981,36618,0.0,0.0,0.00,0.00,
$,10428988,38022,36653,0.0,0.0,0.00,0.00,
$,10438996,38062,36686,0.0,0.0,0.00,0.00,
$,10449004,38102,36719,0.0,0.0,0.00,0.00,
$,10459008,38140,36751,0.0,0.0,0.00,0.00,
$,10469028,38178,36783,0.0,0.0,0.00,0.00,
$,10479036,38216,36814,0.0,0.0,0.00,0.00,
$,10489044,38252,36844,0.0,0.0,0.00,0.00,
$,10499048,38288,36873,0.0,0.0,0.00,0.00,
$,10509056,38323,36901,0.0,0.0,0.00,0.00,
$,10519064,38358,36929,0.0,0.0,0.00,0.00,
$,10529072,38392,36957,0.0,0.0,0.00,0.00,
$,10539076,38425,36983,0.0,0.0,0.00,0.00,
$,10549080,38458,37009,0.0,0.0,0.00,0.00,
$,10559084,38489,37034,0.0,0.0,0.00,0.00,
$,10569092,38521,37058,0.0,0.0,0.00,0.00,
$,10579100,38551,37082,0.0,0.0,0.00,0.00,
$,10589108,38581,37106,0.0,0.0,0.00,0.00,
$,10599116,38610,37128,0.0,0.0,0.00,0.00,
$,10609120,38639,37150,0.0,0.0,0.00,0.00,
$,10619128,38667,37171,0.0,0.0,0.00,0.00,
$,10629136,38694,37192,0.0,0.0,0.00,0.00,
$,10639140,38721,37212,0.0,0.0,0.00,0.00,
$,10649148,38747,37232,0.0,0.0,0.00,0.00,
$,10659168,38773,37250,0.0,0.0,0.00,0.00,
$,10669188,38798,37269,0.0,0.0,0.00,0.00,
$,10679196,38822,37287,0.0,0.0,0.00,0.00,
$,10689200,38846,37304,0.0,0.0,0.00,0.00,
$,10699208,38869,37320,0.0,0.0,0.00,0.00,
$,10709216,38891,37337,0.0,0.0,0.00,0.00,
$,10719220,38913,37352,0.0,0.0,0.00,0.00,
$,10729228,38934,37367,0.0,0.0,0.00,0.00,
$,10739236,38955,37381,0.0,0.0,0.00,0.00,
$,10749240,38975,37395,0.0,0.0,0.00,0.00,
$,10759256,38995,37409,0.0,0.0,0.00,0.00,
$,10769264,39014,37421,0.0,0.0,0.00,0.00,
$,10779272,39032,37433,0.0,0.0,0.00,0.00,
$,10789280,39050,37445,0.0,0.0,0.00,0.00,
$,10799296,39068,37457,0.0,0.0,0.00,0.00,
$,10809300,39084,37468,0.0,0.0,0.00,0.00,
$,10819308,39101,37478,0.0,0.0,0.00,0.00,
$,10829312,39116,37487,0.0,0.0,0.00,0.00,
$,10839316,39132,37497,0.0,0.0,0.00,0.00,
$,10849320,39146,37506,0.0,0.0,0.00,0.00,
$,10859324,39160,37514,0.0,0.0,0.00,0.00,
$,10869332,39174,37522,0.0,0.0,0.00,0.00,
$,10879340,39187,37530,0.0,0.0,0.00,0.00,
$,10889348,39199,37537,0.0,0.0,0.00,0.00,
$,10899352,39212,37543,0.0,0.0,0.00,0.00,
$,10909356,39223,37549,0.0,0.0,0.00,0.00,
