$,10019572,46755,0.0,0.00,
$,10029580,46847,0.0,0.00,
$,10039592,46938,0.0,0.00,
$,10049612,47028,0.0,0.00,
$,10059616,47117,0.0,0.00,
$,10069620,47205,0.0,0.00,
$,10079628,47291,0.0,0.00,
$,10089632,47376,0.0,0.00,
$,10099636,47461,0.0,0.00,
$,10109640,47544,0.0,0.00,
$,10119648,47625,0.0,0.00,
$,10129684,47706,0.0,0.00,
$,10139692,47786,0.0,0.00,
$,10149704,47864,0.0,0.00,
$,10159728,47942,0.0,0.00,
$,10169736,48018,0.0,0.00,
$,10179744,48094,0.0,0.00,
$,10189748,48168,0.0,0.00,
$,10199768,48241,0.0,0.00,
$,10209792,48313,0.0,0.00,
$,10219800,48384,0.0,0.00,
$,10229808,48454,0.0,0.00,
$,10239828,48523,0.0,0.00,
$,10249832,48591,0.0,0.00,
$,10259840,48658,0.0,0.00,
$,10269848,48724,0.0,0.00,
$,10279852,48789,0.0,0.00,
$,10289856,48853,0.0,0.00,
$,10299864,48916,0.0,0.00,
$,10309872,48978,0.0,0.00,
$,10319884,49039,0.0,0.00,
$,10329892,49099,0.0,0.00,
$,10339896,49159,0.0,0.00,
$,10349916,49217,0.0,0.00,
$,10359936,49274,0.0,0.00,
$,10369944,49330,0.0,0.00,
$,10379980,49386,0.0,0.00,
$,10389984,49440,0.0,0.00,
$,10399992,49494,0.0,0.00,
$,10410000,49547,0.0,0.00,
$,10420004,49599,0.0,0.00,
$,10430008,49649,0.0,0.00,
$,10440012,49699,0.0,0.00,
$,10450036,49748,0.0,0.00,
$,10460040,49797,0.0,0.00,
$,10470048,49844,0.0,0.00,
$,10480056,49891,0.0,0.00,
$,10490064,49936,0.0,0.00,
$,10500072,49982,0.0,0.00,
$,10510076,50025,0.0,0.00,
$,10520096,50069,0.0,0.00,
$,10530100,50111,0.0,0.00,
$,10540104,50153,0.0,0.00,
$,10550112,50193,0.0,0.00,
$,10560116,50234,0.0,0.00,
$,10570120,50273,0.0,0.00,
$,10580128,50311,0.0,0.00,
$,10590132,50349,0.0,0.00,
$,10600164,50386,0.0,0.00,
$,10610172,50422,0.0,0.00,
$,10620176,50457,0.0,0.00,
