$,380019824,49659,0.0,0.00,
$,380029844,49758,0.0,0.00,
$,380039864,49855,0.0,0.00,
$,380049868,49951,0.0,0.00,
$,380059872,50046,0.0,0.00,
$,380069900,50139,0.0,0.00,
$,380079940,50231,0.0,0.00,
$,380089956,50322,0.0,0.00,
$,380099976,50411,0.0,0.00,
$,380109980,50499,0.0,0.00,
$,380119984,50586,0.0,0.00,
$,380130004,50671,0.0,0.00,
$,380140028,50755,0.0,0.00,
$,380150068,50838,0.0,0.00,
$,380160076,50920,0.0,0.00,
$,380170080,51000,0.0,0.00,
$,380180096,51079,0.0,0.00,
$,380190100,51157,0.0,0.00,
$,380200104,51234,0.0,0.00,
$,380210108,51309,0.0,0.00,
$,380220112,51383,0.0,0.00,
$,380230116,51456,0.0,0.00,
$,380240124,51528,0.0,0.00,
$,380250144,51599,0.0,0.00,
$,380260148,51669,0.0,0.00,
$,380270152,51737,0.0,0.00,
$,380280156,51804,0.0,0.00,
$,380290180,51871,0.0,0.00,
$,380300184,51936,0.0,0.00,
$,380310192,52000,0.0,0.00,
$,380320196,52063,0.0,0.00,
$,380330216,52125,0.0,0.00,
$,380340244,52186,0.0,0.00,
$,380350252,52246,0.0,0.00,
$,380360260,52304,0.0,0.00,
$,380370264,52362,0.0,0.00,
$,380380296,52419,0.0,0.00,
$,380390300,52475,0.0,0.00,
$,380400304,52529,0.0,0.00,
$,380410320,52583,0.0,0.00,
$,380420328,52635,0.0,0.00,
$,380430344,52687,0.0,0.00,
$,380440364,52738,0.0,0.00,
$,380450384,52788,0.0,0.00,
$,380460392,52836,0.0,0.00,
$,380470400,52884,0.0,0.00,
$,380480404,52931,0.0,0.00,
$,380490412,52977,0.0,0.00,
$,380500416,53022,0.0,0.00,
$,380510420,53066,0.0,0.00,
$,380520428,53109,0.0,0.00,
$,380530436,53152,0.0,0.00,
$,380540444,53193,0.0,0.00,
$,380550448,53234,0.0,0.00,
$,380560452,53273,0.0,0.00,
$,380570460,53312,0.0,0.00,
$,380580468,53350,0.0,0.00,
$,380590476,53387,0.0,0.00,
$,380600484,53424,0.0,0.00,
$,380610488,53459,0.0,0.00,
$,380620508,53494,0.0,0.00,
$,380630512,53527,0.0,0.00,
$,380640524,53560,0.0,0.00,
$,380650532,53593,0.0,0.00,
$,380660540,53624,0.0,0.00,
$,380670560,53655,0.0,0.00,
$,380680568,53685,0.0,0.00,
$,380690572,53714,0.0,0.00,
$,380700580,53742,0.0,0.00,
$,380710596,53770,0.0,0.00,
$,380720604,53797,0.0,0.00,
$,380730608,53823,0.0,0.00,
$,380740616,53848,0.0,0.00,
$,380750624,53873,0.0,0.00,
$,380760628,53897,0.0,0.00,
$,380770636,53920,0.0,0.00,
$,380780644,53943,0.0,0.00,
$,380790652,53965,0.0,0.00,
$,380800660,53986,0.0,0.00,
$,380810664,54007,0.0,0.00,
$,380820668,54027,0.0,0.00,
$,380830672,54046,0.0,0.00,
$,380840676,54065,0.0,0.00,
$,380850684,54083,0.0,0.00,
$,380860688,54100,0.0,0.00,
$,380870692,54117,0.0,0.00,
$,380880700,54133,0.0,0.00,
$,380890708,54149,0.0,0.00,
$,380900712,54164,0.0,0.00,
$,380910720,54178,0.0,0.00,
$,380920724,54192,0.0,0.00,
$,380930732,54205,0.0,0.00,
$,380940740,54218,0.0,0.00,
$,380950748,54230,0.0,0.00,
$,380960752,54242,0.0,0.00,
$,380970760,54253,0.0,0.00,
$,380980768,54264,0.0,0.00,
$,380990772,54273,0.0,0.00,
$,381000780,54283,0.0,0.00,
$,381010784,54292,0.0,0.00,
$,381020788,54300,0.0,0.00,
$,381030796,54308,0.0,0.00,
$,381040804,54316,0.0,0.00,
$,381050812,54323,0.0,0.00,
$,381060816,54329,0.0,0.00,
$,381070820,54335,0.0,0.00,
$,381080824,54341,0.0,0.00,
$,381090828,54346,0.0,0.00,
$,381100836,54351,0.0,0.00,
$,381110844,54355,0.0,0.00,
$,381120848,54359,0.0,0.00,
$,381130856,54362,0.0,0.00,
$,381140860,54365,0.0,0.00,
$,381150864,54368,0.0,0.00,
$,381160872,54370,0.0,0.00,
$,381170876,54372,0.0,0.00,
$,381180880,54373,0.0,0.00,
$,381190888,54375,0.0,0.00,
$,381200892,54376,0.0,0.00,
$,381210900,54377,0.0,0.00,
$,381220908,54377,0.0,0.00,
$,381230916,54377,0.0,0.00,
$,381240924,54377,0.0,0.00,
$,381250928,54377,0.0,0.00,
$,381260936,54377,0.0,0.00,
$,381270940,54377,0.0,0.00,
$,381280944,54377,0.0,0.00,
$,381290948,54377,0.0,0.00,
$,381300952,54377,0.0,0.00,
$,381310960,54377,0.0,0.00,
$,381320968,54377,0.0,0.00,
$,381330976,54377,0.0,0.00,
$,381340980,54377,0.0,0.00,
$,381350988,54377,0.0,0.00,
$,381360996,54377,0.0,0.00,
$,381371000,54377,0.0,0.00,
$,381381008,54377,0.0,0.00,
$,381391016,54377,0.0,0.00,
$,381401020,54377,0.0,0.00,
$,381411024,54377,0.0,0.00,
$,381421028,54377,0.0,0.00,
$,381431036,54377,0.0,0.00,
$,381441044,54377,0.0,0.00,
$,381451048,54377,0.0,0.00,
$,381461056,54377,0.0,0.00,
$,381471060,54377,0.0,0.00,
$,381481068,54377,0.0,0.00,
$,381491076,54377,0.0,0.00,
