$,380019824,51604,0.0,0.00,
$,380029844,51706,0.0,0.00,
$,380039864,51808,0.0,0.00,
$,380049868,51908,0.0,0.00,
$,380059872,52007,0.0,0.00,
$,380069900,52105,0.0,0.00,
$,380079940,52202,0.0,0.00,
$,380089956,52298,0.0,0.00,
$,380099976,52393,0.0,0.00,
$,380109980,52487,0.0,0.00,
$,380119984,52579,0.0,0.00,
$,380130004,52670,0.0,0.00,
$,380140028,52761,0.0,0.00,
$,380150068,52850,0.0,0.00,
$,380160076,52939,0.0,0.00,
$,380170080,53025,0.0,0.00,
$,380180096,53112,0.0,0.00,
$,380190100,53197,0.0,0.00,
$,380200104,53281,0.0,0.00,
$,380210108,53364,0.0,0.00,
$,380220112,53446,0.0,0.00,
$,380230116,53526,0.0,0.00,
$,380240124,53606,0.0,0.00,
$,380250144,53686,0.0,0.00,
$,380260148,53764,0.0,0.00,
$,380270152,53840,0.0,0.00,
$,380280156,53916,0.0,0.00,
$,380290180,53991,0.0,0.00,
$,380300184,54065,0.0,0.00,
$,380310192,54139,0.0,0.00,
$,380320196,54211,0.0,0.00,
$,380330216,54282,0.0,0.00,
$,380340244,54352,0.0,0.00,
$,380350252,54422,0.0,0.00,
$,380360260,54490,0.0,0.00,
$,380370264,54557,0.0,0.00,
$,380380296,54624,0.0,0.00,
$,380390300,54690,0.0,0.00,
$,380400304,54754,0.0,0.00,
$,380410320,54818,0.0,0.00,
$,380420328,54881,0.0,0.00,
$,380430344,54943,0.0,0.00,
$,380440364,55004,0.0,0.00,
$,380450384,55065,0.0,0.00,
$,380460392,55124,0.0,0.00,
$,380470400,55182,0.0,0.00,
$,380480404,55240,0.0,0.00,
$,380490412,55297,0.0,0.00,
$,380500416,55353,0.0,0.00,
$,380510420,55408,0.0,0.00,
$,380520428,55462,0.0,0.00,
$,380530436,55516,0.0,0.00,
$,380540444,55568,0.0,0.00,
$,380550448,55620,0.0,0.00,
$,380560452,55671,0.0,0.00,
$,380570460,55721,0.0,0.00,
$,380580468,55770,0.0,0.00,
$,380590476,55819,0.0,0.00,
$,380600484,55867,0.0,0.00,
$,380610488,55914,0.0,0.00,
$,380620508,55960,0.0,0.00,
$,380630512,56005,0.0,0.00,
$,380640524,56050,0.0,0.00,
$,380650532,56094,0.0,0.00,
$,380660540,56137,0.0,0.00,
$,380670560,56179,0.0,0.00,
$,380680568,56221,0.0,0.00,
$,380690572,56262,0.0,0.00,
$,380700580,56301,0.0,0.00,
$,380710596,56341,0.0,0.00,
$,380720604,56379,0.0,0.00,
$,380730608,56417,0.0,0.00,
$,380740616,56454,0.0,0.00,
$,380750624,56491,0.0,0.00,
$,380760628,56526,0.0,0.00,
$,380770636,56561,0.0,0.00,
$,380780644,56596,0.0,0.00,
$,380790652,56629,0.0,0.00,
$,380800660,56662,0.0,0.00,
$,380810664,56694,0.0,0.00,
$,380820668,56726,0.0,0.00,
$,380830672,56756,0.0,0.00,
$,380840676,56787,0.0,0.00,
$,380850684,56816,0.0,0.00,
$,380860688,56845,0.0,0.00,
$,380870692,56873,0.0,0.00,
$,380880700,56900,0.0,0.00,
$,380890708,56927,0.0,0.00,
$,380900712,56953,0.0,0.00,
$,380910720,56979,0.0,0.00,
$,380920724,57004,0.0,0.00,
$,380930732,57028,0.0,0.00,
$,380940740,57052,0.0,0.00,
$,380950748,57075,0.0,0.00,
$,380960752,57097,0.0,0.00,
$,380970760,57119,0.0,0.00,
$,380980768,57141,0.0,0.00,
$,380990772,57161,0.0,0.00,
$,381000780,57181,0.0,0.00,
$,381010784,57201,0.0,0.00,
$,381020788,57220,0.0,0.00,
$,381030796,57238,0.0,0.00,
$,381040804,57256,0.0,0.00,
$,381050812,57273,0.0,0.00,
$,381060816,57290,0.0,0.00,
$,381070820,57305,0.0,0.00,
$,381080824,57321,0.0,0.00,
$,381090828,57336,0.0,0.00,
$,381100836,57350,0.0,0.00,
$,381110844,57364,0.0,0.00,
$,381120848,57377,0.0,0.00,
$,381130856,57390,0.0,0.00,
$,381140860,57403,0.0,0.00,
$,381150864,57415,0.0,0.00,
$,381160872,57426,0.0,0.00,
$,381170876,57436,0.0,0.00,
$,381180880,57447,0.0,0.00,
$,381190888,57456,0.0,0.00,
$,381200892,57466,0.0,0.00,
$,381210900,57474,0.0,0.00,
